processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
GBHS6639-10	FJ770965	1536578		FJ770965	Mined from GenBank, NCBI		BOLD:AAA0001	18	Chordata	62	Mammalia	281	Primates	1007	Hominidae	1126056	Homininae	4523	Homo	12439	Homo sapiens					Linnaeus, 1758																		Homo sapiens										Nepal													
GBHS9152-13	JF742208	3621349	JF742208	JF742208	Mined from GenBank, NCBI		BOLD:AAA0001	18	Chordata	62	Mammalia	281	Primates	1007	Hominidae	1126056	Homininae	4523	Homo	12439	Homo sapiens					Linnaeus, 1758																												Nepal		Kathmandu											
GBIR10068-19	KY018623	9768167			Mined from GenBank, NCBI		BOLD:AAR9140	18	Chordata	51	Aves	321	Passeriformes	1160	Corvidae			4686	Corvus	119590	Corvus splendens					Vieillot, 1817																												Nepal													
GBITS64317-21	HE653457	13551371		HE653457	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	42562	Malpighiales	254142	Hypericaceae			121401	Hypericum	367464	Hypericum elodeoides					Choisy																												Nepal													
GBITS72539-21	HE661322	13559593		HE661322	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121595	Cucurbitales	121596	Cucurbitaceae			292385	Trichosanthes	552957	Trichosanthes dioica					Roxb.																												Nepal													
GBMHO3020-19	LC366727	10008075			Mined from GenBank, NCBI		BOLD:AAQ0255	20	Arthropoda	82	Insecta	105	Odonata	1866	Libellulidae	198424	Sympetrinae	4239	Sympetrum	524105	Sympetrum speciosum					Oguma, 1915																												Nepal													
GBMNA32963-19	LC485556	10760437		LC485556	Mined from GenBank, NCBI		BOLD:AEI9358	20	Arthropoda	82	Insecta	127	Diptera	1730	Culicidae	2142	Culicinae	6438	Aedes	14137	Aedes aegypti					Linnaeus, 1762																												Nepal													
GBMNA32964-19	LC485557	10760438		LC485557	Mined from GenBank, NCBI		BOLD:AEI9358	20	Arthropoda	82	Insecta	127	Diptera	1730	Culicidae	2142	Culicinae	6438	Aedes	14137	Aedes aegypti					Linnaeus, 1762																												Nepal													
GBMNA32972-19	LC489421	10760446		LC489421	Mined from GenBank, NCBI		BOLD:AEI9358	20	Arthropoda	82	Insecta	127	Diptera	1730	Culicidae	2142	Culicinae	6438	Aedes	14137	Aedes aegypti					Linnaeus, 1762																												Nepal													
GBMNB9556-20	MN172293	11563979		MN172293	Mined from GenBank, NCBI		BOLD:AAE6868	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	346036	Cyprininae	152269	Osteobrama	152270	Osteobrama cotio					Hamilton, 1822																				28.3599	81.2128							Nepal													
GBMNB9564-20	MN172301	11563987		MN172301	Mined from GenBank, NCBI		BOLD:AED5830	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345119	Barbinae	86734	Puntius																											29.1262	81.576							Nepal													
GBMNB9582-20	MN172319	11564005		MN172319	Mined from GenBank, NCBI		BOLD:AAE8814	18	Chordata	77	Actinopterygii	747030	Anabantiformes	47885	Channidae			47886	Channa	152264	Channa punctata					Bloch, 1793																				28.3688	81.2047							Nepal													
GBMNB9589-20	MN172326	11564012		MN172326	Mined from GenBank, NCBI		BOLD:ABV8824	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345133	Danioninae	106091	Esomus	750702	Esomus danrica																									28.3688	81.2047							Nepal													
GBMNC34155-20	MN710785	12421759		MN710785	Mined from GenBank, NCBI			19	Nematoda	756896	Chromadorea	407	Tylenchida	296580	Criconematidae			738448	Criconema	1001240	Criconema sp. Nepal TSH-2020																									27.628	85.276							Nepal													
GBMNC39392-20	MN840140	12428587		MN840140	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	133	Hemiptera	1293	Aleyrodidae	6345	Aleyrodinae	27395	Bemisia	27396	Bemisia tabaci					Gennadius, 1889																												Nepal													
GBMNC39396-20	MN840136	12428591		MN840136	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	133	Hemiptera	1293	Aleyrodidae	6345	Aleyrodinae	27395	Bemisia	27396	Bemisia tabaci					Gennadius, 1889																												Nepal													
GBMNC39398-20	MN840134	12428593		MN840134	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	133	Hemiptera	1293	Aleyrodidae	6345	Aleyrodinae	27395	Bemisia	27396	Bemisia tabaci					Gennadius, 1889																												Nepal													
GBMND20036-21	MT712659	12797141		MT712659	Mined from GenBank, NCBI		BOLD:AEG1191	18	Chordata	62	Mammalia	351	Pholidota	1582	Manidae			3261	Manis	12051	Manis pentadactyla					Linnaeus, 1758																												Nepal													
GBMNF29682-22	OU773606	15324324	MZH:Y2503	OU773606	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	127	Diptera	1823	Syrphidae	5919	Eristalinae	7866	Cheilosia	1150095	Cheilosia erratica																																	Nepal													
GBMNF57336-22	OK480019	15437572	SMF bf_70B	OK480019	Mined from GenBank, NCBI			23	Mollusca	70	Bivalvia	948778	Unionida	580	Unionidae	732625	Parreysiinae	458245	Parreysia	458246	Parreysia corrugata					(Mu¨ller 1774)																												Nepal													
GBPL1344-10	AB551110	1532440	AB551110		Mined from GenBank, NCBI		BOLD:AAA4982	5	Platyhelminthes	40	Cestoda	27437	Cyclophyllidea	28597	Taeniidae			29694	Echinococcus	29695	Echinococcus granulosus																																	Nepal		Kathmandu											
GBVK324-11	AY594463	2279743	King NYBG living collection no. 60089	AY594463	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	44316	Sapindales	121435	Anacardiaceae			416907	Choerospondias	416908	Choerospondias axillaris					(Roxb.) B.L. Burtt & A.W. Hill																		taxon:289701										Nepal													
GBVU4180-13	JQ933214	3714001	M. Mikage et al. 9554173 (E)	JQ933214	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	187	Fabales	891	Fabaceae			306525	Alysicarpus	395612	Alysicarpus vaginalis					(L.)DC.																		taxon:858910										Nepal		Sagarmatha zone											
GBVU4293-13	JQ933339	3714114	S. Noshiro et al. 9840128 (E)	JQ933339	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121204	Apiales	121205	Araliaceae			415297	Gamblea	555480	Gamblea ciliata					C.B.Clarke																		taxon:230594										Nepal		Koshi											
GBVU4343-13	JQ933397	3714164	S. Noshiro et al. 20106099 (E)	JQ933397	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121159	Malvales	121481	Malvaceae	264271	Malvoideae	121482	Malva	500673	Malva verticillata					L.																		taxon:446348										Nepal		Dhawalagiri											
GWORQ709-10	BC ZSM Lep 32585	1364202	BC ZSM Lep 32585	BC ZSM Lep 32585	ZSM Collection of Manfred Sommerer		BOLD:AAO0571	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							Laszlo							A	M	S						28.1667	85.2			3720				Nepal													
GWOST306-11	BC ZSM Lep 47857	2197387	BC ZSM Lep 47857	BC ZSM Lep 47857	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ABA3754	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	F	S										2900				Nepal					1389660	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47857+1317742800.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOST311-11	BC ZSM Lep 47862	2197392	BC ZSM Lep 47862	BC ZSM Lep 47862	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAP4036	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	F	S										2900				Nepal					1389665	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47862+1317742800.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOST312-11	BC ZSM Lep 47863	2197393	BC ZSM Lep 47863	BC ZSM Lep 47863	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ABU5694	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	F	S										2900				Nepal					1389666	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47863+1317742800.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOST330-11	BC ZSM Lep 47881	2197411	BC ZSM Lep 47881	BC ZSM Lep 47881	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ABU6023	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	M	S										2900				Nepal					1389684	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47881+1317742860.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOSX074-11	BC ZSM Lep 44775	2261117	BC ZSM Lep 44775	BC ZSM Lep 44775	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ABA3792	20	Arthropoda	82	Insecta	113	Lepidoptera											Ulf Buchsbaum							Gy, M. Laszlo & G. Ronkay							A	F	S						28.4306	83.6833			2300				Nepal					1430889	http://www.boldsystems.org/pics/GWOSX/BC_ZSM_Lep_44775+1321380720.JPG	Adult	Dorsal	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
INSPH050-18	BC-Ivsh00999	8545574		BC-Ivsh00999	Research Collection of Nikolay Ivshin		BOLD:AAB5811	20	Arthropoda	82	Insecta	113	Lepidoptera	551	Sphingidae	6414	Macroglossinae	715389	Cechetra	776314	Cechetra lineosa	981655	Cechetra lineosa lineosa	Nikolay V. Ivshin							N. Ivshin							adult	M	S						28.3333	83.7333			1500		25		Nepal		Annapurna area		Tirkhedhunga	3262683|3262682	http://www.boldsystems.org/pics/INSPH/Ivsh00999-2-IMG_3108+1517430636.jpg|http://www.boldsystems.org/pics/INSPH/Ivsh00999-1-IMG_3107+1517430636.jpg	Ventral|Dorsal	Imago, male|Imago, male	Nikolay Ivshin|Nikolay Ivshin	|	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	|	Nikolay Ivshin|Nikolay Ivshin
INSPH060-18	BC-Ivsh04737	8545584		BC-Ivsh04737	Research Collection of Andrey Bezborodkin		BOLD:AAB5811	20	Arthropoda	82	Insecta	113	Lepidoptera	551	Sphingidae	6414	Macroglossinae	715389	Cechetra	776334	Cechetra scotti			Nikolay V. Ivshin							A. Bezborodkin							adult	M	S						27.72	85.52			1900				Nepal		Bhaktapur District		Nagarkot	3262725	http://www.boldsystems.org/pics/INSPH/Ivsh04737-1-Bezborodkin+1517533880.jpg	Dorsal	Imago, male	Andrey Bezborodkin		CreativeCommons - Attribution Non-Commercial Share-Alike		Andrey Bezborodkin
INSPH061-18	BC-Ivsh01013	8545585		BC-Ivsh01013	Research Collection of Nikolay Ivshin		BOLD:AAB5811	20	Arthropoda	82	Insecta	113	Lepidoptera	551	Sphingidae	6414	Macroglossinae	715389	Cechetra	802737	Cechetra bryki			Nikolay V. Ivshin							N. Ivshin							Adult	M	S					Paratype of Cechetra bryki	28.35	83.7			2400				Nepal		Annapurna area		S.Banthanti	3262692|3262693	http://www.boldsystems.org/pics/INSPH/Ivsh01013-1-IMG_3124+1517430658.jpg|http://www.boldsystems.org/pics/INSPH/Ivsh01013-2-IMG_3125+1517430633.jpg	Dorsal|Ventral	Imago, male|Imago, male	Nikolay Ivshin|Nikolay Ivshin	|	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	|	Nikolay Ivshin|Nikolay Ivshin
ITSAA847-14	AB290884	4666484	M. Watanabe s. n. (TNS)	AB290884	Mined from GenBank, NCBI			12	Magnoliophyta	44	Liliopsida	122203	Asparagales	124684	Orchidaceae			431499	Malaxis	431500	Malaxis acuminata																							Malaxis acuminata										Nepal													
ITSAB2574-14	AJ410316	4687544	Chassot 97-30 (NEU)	AJ410316	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121212	Gentianales	121708	Gentianaceae			121709	Gentiana	626368	Gentiana phyllocalyx																							Gentiana phyllocalyx										Nepal		Makalu											
ITSAM1052-14	JF509959	4680738	Hoerandl and Emadzade 9677a: WU	JF509959	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	203	Ranunculales	121163	Ranunculaceae	499280	Ranunculoideae	121196	Ranunculus	552788	Ranunculus adoxifolius					Hand.-Mazz.																		Ranunculus adoxifolius										Nepal													
ITSAN4408-14	JX079028	4704372	E:Egan 6	JX079028	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	203	Ranunculales	121255	Papaveraceae			291820	Meconopsis	557356	Meconopsis simplicifolia					(D. Don) Walp.																		Meconopsis simplicifolia										Nepal													
ITSAP2349-14	KF556059	4662893	Long 17250 (JE)	KF556059	Mined from GenBank, NCBI			256173	Marchantiophyta	273783	Jungermanniopsida	413988	Porellales	414091	Lejeuneaceae			429717	Lejeunea	618221	Lejeunea nepalensis																							Lejeunea nepalensis										Nepal													
LIMBC592-11	WITT-LIMAC-227	2022655	WITT-LIMAC-227	WITT-LIMAC-227	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAY5003	20	Arthropoda	82	Insecta	113	Lepidoptera											Alexey V. Solovyev							Csovari, Hreblay							A	M	S						27.335	87.56			1500				Nepal													
NOTPM043-10	dc071	1420654	d071	d071	Research Collection of Pavel Morozov		BOLD:AAN1842	20	Arthropoda	82	Insecta	113	Lepidoptera											Pavel S Morozov							P. Morozov							A	M	S						28.2	83.95			823				Nepal													
PBLEA450-11	red-357	2071117	red-357	red-357	Museum Witt Muenchen		BOLD:ABY8849	20	Arthropoda	82	Insecta	113	Lepidoptera											Tatyana A. Trofimova							K. Sherpa							A	M	S										2350				Nepal	Eastern												
SARBA724-09	BC-RBP-1384	1037179		BC-RBP-1384	Research Collection of Ron Brechlin		BOLD:AAB0776	20	Arthropoda	82	Insecta	113	Lepidoptera	451	Saturniidae	6236	Saturniinae	94195	Loepa	294269	Loepa paramiranda			Ron Brechlin				Paratype Loepa paramiranda			local coll.							Adult	M	S				PT						2200				Nepal		Dola Kha prov.		Jiri									
SARBA727-09	BC-RBP-1387	1037182		BC-RBP-1387	Research Collection of Ron Brechlin		BOLD:AAB0776	20	Arthropoda	82	Insecta	113	Lepidoptera	451	Saturniidae	6236	Saturniinae	94195	Loepa	294269	Loepa paramiranda			Ron Brechlin				Paratype Loepa paramiranda			Hreblay							Adult	M	S				PT		28.1	85.14			2950				Nepal		Ganesh Himal		7km W Godlang									
SASNC1341-12	barcode SNB 3330	2422982		barcode SNB 3330	Research Collection of Swen Loeffler		BOLD:AAB1290	20	Arthropoda	82	Insecta	113	Lepidoptera	451	Saturniidae	93560	Salassinae	93561	Salassa	266741	Salassa belinda			Stefan Naumann				Paratype Salassa belinda			M. Hreblay							Adult	F	S				PT						2960				Nepal		Tinjure Danda	2 km SW Chauki										
SHIBU159-13	ALEU-NPDOD1	3443135		ALEUCO-NPDOD1	University of Rome Tor Vergata, Collection Sbordoni		BOLD:ACH3152	20	Arthropoda	82	Insecta	113	Lepidoptera	705	Pieridae	3101	Pierinae	7016	Aporia	158242	Aporia leucodice					Eversmann, 1843					V.Sbordoni														::taxonomy:::endTaxonomy:					2450				Nepal				Dolpo District near Likhu	2091585	http://www.boldsystems.org/pics/SHIBU/ALEU-NPDOD1+1374794756.jpg	Dorsal			2012	CreativeCommons - Attribution Non-Commercial Share-Alike	ZEB	
SICOC697-18	CCDB-32966-C08	9569100	USNMENT01522193		Smithsonian Institution, National Museum of Natural History		BOLD:ADV3515	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5944	Chrysomelinae	921802	Agrosteomela	921803	Agrosteomela indica			USNM Curators				Vouchered:Registered Collection	inv leg		Konstantinov, Lingafelter, Volkovitsh						Beating				Vegetation					28.1025	85.3203			2000				Nepal				Lantang Nat. Park Region of Dhunche	3484636	http://www.boldsystems.org/pics/SICOC/CCDB-32966-C08+1550678580.jpg	Dorsal		Smithsonian Institution	2019	CreativeCommons - Attribution	Smithsonian Institution	CBG Photography Group
SPUEB507-07	BC-EMEM1447	575432		BC-EMEM1447	Entomologisches Museum Eitschberger		BOLD:ABY8586	20	Arthropoda	82	Insecta	113	Lepidoptera	551	Sphingidae	6414	Macroglossinae	6480	Hyles	776337	Hyles tatsienluica			Ulf Eitschberger				Paratype Hyles renneri			Hreblay & Szaboky							A	M	S				PT renneri		28.733	83.767			3900				Nepal		Anapurna, Himalaya		2 km NW of Kaisang									
BBWP462-10	1551-710-NEP	1322271	1551G10-NEP	1551G10-NEP	Naturkundemuseum Erfurt		BOLD:AAB1064	20	Arthropoda	82	Insecta	125	Hymenoptera	621	Apidae	2183	Apinae	2087	Bombus	160158	Bombus tunicatus			Paul H. Williams		Smith, 1852					F. Creutzburg							A	F	S				B#116						3650				Nepal		Karnali		Chauta									
COCUZ1079-18	UHIM.ms7803	9395295	UHIM.ms7803	FFNp016	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					L. Leblanc & B. Bhandari							Adult	M	S						27.5296	83.4592							Nepal				Bhairahawa: National Weat Research Program									
COCUZ656-18	UHIM.ms6069	9394872	UHIM.ms6069	FF15Np003ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.5942	83.7124							Nepal				Ramnagar, Nawalparasi									
DACIN1365-20	UHIM.ms05453	12229517	UHIM.ms05453	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult		S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN2493-20	UHIM.ms08989	12230645	UHIM.ms08989	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN2515-20	UHIM.ms09013	12230667	UHIM.ms09013	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult	M	S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN3470-20	UHIM.ms10234	12231622	UHIM.ms10234	FF15Np004	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	453393	Bactrocera raiensis			Michael San jose		Drew & Hancock, 1994					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult		S						27.5996	83.7273			138.9				Nepal				Ramnagar, Nawalparasi									
FON021-15	DPR_FW 1218037	6233015		1218037	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	121595	Cucurbitales															Vouchered:Registered Collection	leaf		H. Ikeda, S. Noshiro, K. Yonekura, K. Akai, O. Yano, N. Yamamoto, C. A. Pendry, A. Elliott, Mitra Lal Pathak, Ganga Datt Bhatt																							Nepal													
FON022-15	DPR_FW 1218038	6233016		1218038	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	197	Solanales															Vouchered:Registered Collection	leaf		H. Ikeda, S. Noshiro, K. Yonekura, K. Akai, O. Yano, N. Yamamoto, C. A. Pendry, A. Elliott, Mitra Lal Pathak, Ganga Datt Bhatt																							Nepal													
FSSM034-14	CBD2012NEP02	4814670		CBD2012NEP02	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
GBAH7080-10	FJ175250	1535971	FJ175250		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	125	Hymenoptera	621	Apidae	2183	Apinae	2087	Bombus	32095	Bombus trifasciatus					Smith, 1852																				27.089	87.063							Nepal													
GBCL4381-09	EU147486	1024638	EU147486		Mined from GenBank, NCBI		BOLD:AAF3459	20	Arthropoda	82	Insecta	413	Coleoptera	1078	Silphidae	160623	Nicrophorinae	75096	Nicrophorus	201041	Nicrophorus trumboi					Sikes & Madge in Sikes, Madge & Trumbo, 2006					D. S. Sikes																							Nepal													
GBGCA4185-13	JX074173	3639432	RLM0827		Mined from GenBank, NCBI		BOLD:ACH5261	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345121	Labeoninae	140776	Garra	669677	Garra cf. annandalei																																	Nepal													
GBGL24148-19	DQ080509	9759437	IO-070		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	113	Lepidoptera	583	Gracillariidae	762448	Acrocercopinae	50603	Acrocercops	170796	Acrocercops leucophaea					Meyrick, 1919																												Nepal													
GBHS6645-10	FJ770959	1536584		FJ770959	Mined from GenBank, NCBI		BOLD:AAA0001	18	Chordata	62	Mammalia	281	Primates	1007	Hominidae	1126056	Homininae	4523	Homo	12439	Homo sapiens					Linnaeus, 1758																		Homo sapiens										Nepal													
GBITS24829-21	KX954878	13493597		KX954878	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	187	Fabales	891	Fabaceae	264218	Papilionoideae	1085399	Phyllolobium	1085401	Phyllolobium donianum																								MSB:326									Nepal													
GBITS52325-21	AB088631	13524778		AB088631	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	121186	Saxifragales	121454	Crassulaceae	600706	Sempervivoideae	121455	Sedum	1111073	Sedum multicaule																								TI:9596136									Nepal													
GBMH0931-06	AY589952	486574			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	737139	Psocodea	1867	Pediculidae			6351	Pediculus	28246	Pediculus humanus					Linnaeus, 1758																												Nepal													
GBMH0942-06	AY589963	486585			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	737139	Psocodea	1867	Pediculidae			6351	Pediculus	28246	Pediculus humanus					Linnaeus, 1758																												Nepal													
GBMH0943-06	AY589964	486586			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	737139	Psocodea	1867	Pediculidae			6351	Pediculus	28246	Pediculus humanus					Linnaeus, 1758																												Nepal													
GBMHP453-19	KM579523	10236969			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	737139	Psocodea	1867	Pediculidae			6351	Pediculus	28246	Pediculus humanus	642725	Pediculus humanus capitis																															Nepal													
GBMIN139233-18	KR607232	8740433		KR607232	Mined from GenBank, NCBI		BOLD:AAJ6494	5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			29039	Schistosoma	31597	Schistosoma nasale																																	Nepal													
GBMIN22480-13	JQ646610	3178710	CC00813	JQ646610	Mined from GenBank, NCBI		BOLD:ACD8525	20	Arthropoda	82	Insecta	413	Coleoptera	948	Carabidae	89439	Carabinae	3019	Carabus	749534	Carabus quinlani	520090	Carabus quinlani quinlani																					Carabus quinlani quinlani										Nepal													
GBMNA41515-19	MH990386	10768989		MH990386	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	133	Hemiptera	1293	Aleyrodidae	6345	Aleyrodinae	27395	Bemisia	27396	Bemisia tabaci					Gennadius, 1889																												Nepal													
GBMNB10296-20	MN420493	11564719		MN420493	Mined from GenBank, NCBI		BOLD:AED9865	18	Chordata	77	Actinopterygii	243	Cypriniformes	599196	Nemacheilidae			71173	Triplophysa	799417	Triplophysa microps																																	Nepal													
GBMNB46050-20	MT103345	11632741		MT103345	Mined from GenBank, NCBI		BOLD:AAA4532	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7131	Spodoptera	21753	Spodoptera frugiperda					Smith & Abbot, 1797																												Nepal													
GBMNB9632-20	MN178296	11564055		MN178296	Mined from GenBank, NCBI		BOLD:AAJ1660	18	Chordata	77	Actinopterygii	277	Synbranchiformes	925	Mastacembelidae			4286	Mastacembelus	152259	Mastacembelus armatus					(Lacepède, 1800)																				28.3599	81.2128							Nepal													
GBMNC63357-20	MN433193	12453230	IPRL Nepal_egena_colony 1	MN433193	Mined from GenBank, NCBI		BOLD:AEG0409	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5960	Criocerinae	310191	Lilioceris	1003981	Lilioceris egena																																	Nepal													
GBMNC63366-20	MN433184	12453239	IPRL Nepal_egena_colony 1	MN433184	Mined from GenBank, NCBI		BOLD:AEG0409	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5960	Criocerinae	310191	Lilioceris	1003981	Lilioceris egena																																	Nepal													
GBMNE15131-21	MW359721	14231130	CAS:ENT:1052600		Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	413	Coleoptera	948	Carabidae	312806	Nebriinae	90107	Nebria																											27.67	86.83							Nepal													
GBMNF29709-22	OU773599	15324351	personal:J.Weipert-2013	OU773599	Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	127	Diptera	1823	Syrphidae	5919	Eristalinae	7866	Cheilosia	1150104	Cheilosia sp. 3 GS-2021a																																	Nepal													
GBMNF57316-22	OK480021	15437552	SMF bf_74A	OK480021	Mined from GenBank, NCBI			23	Mollusca	70	Bivalvia	948778	Unionida	580	Unionidae	732625	Parreysiinae	901369	Indonaia	1153853	Indonaia caerulea																																	Nepal													
GBPL2446-13	JQ975008	3629604	JQ975008	JQ975008	Mined from GenBank, NCBI		BOLD:ACH6512	5	Platyhelminthes	36	Trematoda	361546	Diplostomida	29038	Schistosomatidae			80869	Bivitellobilharzia	80870	Bivitellobilharzia nairi										Ramesh Devkota, Eric S. Loker																							Nepal													
GBVN4074-11	DQ026583	2314308	Long 30388	DQ026583	Mined from GenBank, NCBI			256173	Marchantiophyta	273783	Jungermanniopsida	397492	Jungermanniales	414114	Scapaniaceae			443452	Delavayella	443453	Delavayella serrata					Steph.																		taxon:264774										Nepal													
