processid	sampleid	recordID	catalognum	fieldnum	institution_storing	collection_code	bin_uri	phylum_taxID	phylum_name	class_taxID	class_name	order_taxID	order_name	family_taxID	family_name	subfamily_taxID	subfamily_name	genus_taxID	genus_name	species_taxID	species_name	subspecies_taxID	subspecies_name	identification_provided_by	identification_method	identification_reference	tax_note	voucher_status	tissue_type	collection_event_id	collectors	collectiondate_start	collectiondate_end	collectiontime	collection_note	site_code	sampling_protocol	lifestage	sex	reproduction	habitat	associated_specimens	associated_taxa	extrainfo	notes	lat	lon	coord_source	coord_accuracy	elev	depth	elev_accuracy	depth_accuracy	country	province_state	region	sector	exactsite	image_ids	image_urls	media_descriptors	captions	copyright_holders	copyright_years	copyright_licenses	copyright_institutions	photographers
ASQSQ467-09	BCLDQ1259	1256258	BCLDQ1259		Natural History Museum, London			20	Arthropoda	82	Insecta	125	Hymenoptera	527	Braconidae	79775	Rogadinae	79776	Aleiodes					Donald L. J. Quicke														A																Nepal		Kathmandu											
BASYM2811-13	DEI-GISHym19743	3258984	DEI-GISHym19743	DEI-GISHym19743	Senckenberg Deutsches Entomologisches Institut		BOLD:ACG2610	20	Arthropoda	82	Insecta	125	Hymenoptera	80410	Tenthredinidae	80517	Tenthredininae	80518	Tenthredo	340129	Tenthredo podagrica			Andreas Taeger							Weipert, J.							A	F	S						29.5	80.5			2800				Nepal		Mahakali		Shinae bis Hochebene vor Api bei Sare Duru									
BBWP311-09	1550-N582-NEP	1239649	N00582	1550C02-NEP	Naturkundemuseum Erfurt		BOLD:ADJ5794	20	Arthropoda	82	Insecta	125	Hymenoptera											Paul H. Williams							F. Creutzburg							A	F	S						29.198	82.31			2900				Nepal	Mid-western												
CNCCA2123-12	CNC COLEO 00156346	2726228	CNC COLEO 00156346		Canadian National Collection of Insects, Arachnids and Nematodes		BOLD:ACB0515	20	Arthropoda	82	Insecta	413	Coleoptera															Vouchered:Registered Collection	Tissue		J.Martens, W.Schawaller										Subtropical forest									1000		-50		Nepal					1776369	http://www.boldsystems.org/pics/CNCCA/CNC_COLEO_00156346+1347042442.JPG	Dorsal		CNC/BIO Photography Group	2012	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
CNCHA1455-11	CNC#HEM301930	1980624	CNC#HEM301930		Canadian National Collection of Insects, Arachnids and Nematodes		BOLD:AAZ2263	20	Arthropoda	82	Insecta	133	Hemiptera											Renee Miskie	BIN Taxonomy Match (Sep 2018)			Vouchered:Registered Collection	Tissue		Canadian Nepal Expedition							A												137				Nepal					1140079	http://www.boldsystems.org/pics/CNCHA/CNC#HEM301930+1305724980.jpg	Dorsal		CNC/BIO Photography Group	2011	CreativeCommons - Attribution	Centre for Biodiversity Genomics	Grace Bannon
CNCHF2205-12	CNC#HEM404154	2582703	CNC#HEM404154		Canadian National Collection of Insects, Arachnids and Nematodes		BOLD:AAZ5690	20	Arthropoda	82	Insecta	133	Hemiptera											C. N. C. Curators				Vouchered:Registered Collection	Tissue		Canadian Nepal Expedition																			137				Nepal	Central				1675665	http://www.boldsystems.org/pics/CNCHF/CNC#HEM404154+1340991864.jpg	Lateral		CNC/BIO Photography Group	2012	CreativeCommons - Attribution	Centre for Biodiversity Genomics	CBG Photography Group
COCUZ555-18	UHIM.ms5958	9394771	UHIM.ms5958	FF15Np005ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.608	83.7426							Nepal				Ramnagar, Nawalparasi									
DACIN3459-20	UHIM.ms10209	12231611	UHIM.ms10209	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	453393	Bactrocera raiensis			Michael San jose		Drew & Hancock, 1994					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult		S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
FON012-15	DPR_FW 1213195	6233006		1213195	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	42562	Malpighiales															Vouchered:Registered Collection	leaf		H. Ikeda, S. Noshiro, K. Yonekura, K. Akai, O. Yano, N. Yamamoto, C. A. Pendry, A. Elliott, Mitra Lal Pathak, Ganga Datt Bhatt																							Nepal													
FON024-15	DPR_FW 1219049	6233018		1219049	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	121244	Ericales															Vouchered:Registered Collection	leaf		H. Ikeda, S. Noshiro, K. Yonekura, K. Akai, O. Yano, N. Yamamoto, C. A. Pendry, A. Elliott, Mitra Lal Pathak, Ganga Datt Bhatt																							Nepal													
FON025-15	DPR_E 1311032	6233019		1311032	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	121186	Saxifragales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.243	87.481			2800				Nepal													
FON029-15	DPR_E 1311053	6233023		1311053	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	44	Liliopsida	200	Poales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.319	87.496			2980				Nepal													
FON032-15	DPR_E 1311098	6233026		1311098	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	43434	Rosales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.482	87.465			4307				Nepal													
FON063-15	DPR_E 1311166	6233057		1311166	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	41	Magnoliopsida	121212	Gentianales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.196	87.462			2645				Nepal													
FON072-15	DPR_E 1312053	6233066		1312053	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	44	Liliopsida	121172	Liliales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.384	87.457			3707				Nepal													
FON147-15	DPR_E 1316050	6233141		1316050	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	44	Liliopsida	200	Poales															Vouchered:Registered Collection	leaf		H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt															27.504	87.458			4151				Nepal													
FON153-15	DPR_MW_B 059	6233147		B-059	National Herbarium and Plant Laboratories, Nepal			12	Magnoliophyta	44	Liliopsida	122203	Asparagales															Vouchered:Registered Collection	leaf		C. A. Pendry, P. Kuss, A. Elliott, Ganga Datt Bhatt, Subhash Khatri															28.612	83.022			3150				Nepal													
FSSM025-14	CBD2012NEP07	4814661		CBD2012NEP07	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
FSSM029-14	CBD2012NEP14	4814665		CBD2012NEP14	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
FSSM035-14	CBD2012NEP05	4814671		CBD2012NEP05	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
FSSM036-14	CBD2012SH1	4814672		CBD2012SH1	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
FSSM038-14	CBD2012NEP09	4814674		CBD2012NEP09	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
FSSM039-14	CBD2012SN09	4814675		CBD2012SN09	Bharathiar University			12	Magnoliophyta	44	Liliopsida	200	Poales	907	Poaceae	122372	Chloridoideae	204881	Eleusine	293729	Eleusine coracana			Ragupathy Subramanyam		(L.) Gaertn.					LI-BIRD													(L.) Gaertn.										Nepal													
GACS8235-19	MG738547	10217693		MG738547	University of Guelph		BOLD:AAB8715	20	Arthropoda	63	Arachnida	251	Araneae	1290	Tetragnathidae			24699	Leucauge	941882	Leucauge argyrobapta																									29.1805	82.6331							Nepal													
GACS8236-19	MG738553	10217694		MG738553	University of Guelph		BOLD:AAB8715	20	Arthropoda	63	Arachnida	251	Araneae	1290	Tetragnathidae			24699	Leucauge	941882	Leucauge argyrobapta																									29.526	82.2953							Nepal													
GBCMD28549-19	MG674606	10085538	HBG4499		Mined from GenBank, NCBI		BOLD:AAD7851	20	Arthropoda	69	Malacostraca	336	Decapoda	516722	Acanthephyridae			78427	Acanthephyra	89950	Acanthephyra purpurea					A. Milne-Edwards, 1881																				26.938	87.003							Nepal													
GBITS69880-21	AY680037	13556934		AY680037	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	203	Ranunculales	121163	Ranunculaceae	499280	Ranunculoideae	121196	Ranunculus	435953	Ranunculus brotherusii					Freyn																												Nepal													
GBMH0961-06	AY589982	486604			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	737139	Psocodea	1867	Pediculidae			6351	Pediculus	28246	Pediculus humanus					Linnaeus, 1758																												Nepal													
GBMH1017-06	AY590038	486660			Mined from GenBank, NCBI			20	Arthropoda	82	Insecta	737139	Psocodea	1867	Pediculidae			6351	Pediculus	28246	Pediculus humanus					Linnaeus, 1758																												Nepal													
GBMNB4348-20	MG182226	11558771	N0896		Mined from GenBank, NCBI		BOLD:ACH5261	18	Chordata	77	Actinopterygii	243	Cypriniformes	1144	Cyprinidae	345121	Labeoninae	140776	Garra	983130	Garra sp. N0896																																	Nepal													
GBMNB46032-20	MN011579	11632723		MN011579	Mined from GenBank, NCBI		BOLD:AAA4532	20	Arthropoda	82	Insecta	113	Lepidoptera	561	Noctuidae	4476	Noctuinae	7131	Spodoptera	21753	Spodoptera frugiperda					Smith & Abbot, 1797																												Nepal													
GBMNC63374-20	MN433176	12453247	IPRL Nepal_egena_colony 1	MN433176	Mined from GenBank, NCBI		BOLD:AEG0409	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5960	Criocerinae	310191	Lilioceris	1003981	Lilioceris egena																																	Nepal													
GBVJ888-11	HQ338361	2268465	Hoerandl  Emadzade 9696 WU	HQ338361	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	203	Ranunculales	121163	Ranunculaceae	499280	Ranunculoideae	121196	Ranunculus	436194	Ranunculus membranaceus					Royle																		taxon:286935	authority: Ranunculus membranaceus Royle									Nepal													
GBVL2595-11	AY877389	2323678	Long 30451 (E)	AY877389	Mined from GenBank, NCBI			256173	Marchantiophyta	414085	Haplomitriopsida	414117	Treubiales	414118	Treubiaceae			439216	Apotreubia	439217	Apotreubia nana					(S.Hatt. et Inoue) S.Hatt. et Mizut.																		taxon:321064										Nepal													
GBVU4424-13	JQ933490	3714245	C.A. Pendry et al. DNEP2 A77 (E)	JQ933490	Mined from GenBank, NCBI			12	Magnoliophyta	41	Magnoliopsida	35476	Asterales	100962	Asteraceae			422539	Spilanthes	556117	Spilanthes iabadicensis					A.H.Moore																		taxon:1205787										Nepal		Narayani											
GSCMA801-10	CCDB-04687 D05	1776486	CCDB-04687 D05	CCDB-04687 D05	Research Collection of Arthur Lingenhoele		BOLD:ABU6530	20	Arthropoda	82	Insecta	113	Lepidoptera											Arthur Lingenhoele							leg. A. Lingenhoele (D-Biberach)							A	M	S						27.71	85.31							Nepal					986948	http://www.boldsystems.org/pics/GSCMA/IMG_7405+1288623324.JPG	Dorsal	imago	Sesiidae Research Group	2010	CreativeCommons - Attribution Non-Commercial Share-Alike	Sesiidae Research Group	Sesiidae Research Group
GWORC2644-13	BC ZSM Lep 69366	4102978	BC ZSM Lep 69366	BC ZSM Lep 69366	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ACA2465	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							C. Herbulot							a	M	S						27.7	85.33			1750				Nepal					2214741	http://www.boldsystems.org/pics/GWORC/BC_ZSM_Lep_69366+1388789882.JPG	adult	Dorsal	Axel Hausmann	2013	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	photo work group Dr. Axel Hausmann
GWORK1212-15	BC ZSM Lep 73904	5524673	BC ZSM Lep 73904	BC ZSM Lep 73904	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAP4036	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							Siniaev & Afonin							a	F	S						28.4	83.6833			2700				Nepal					2555418	http://www.boldsystems.org/pics/GWORK/BC_ZSM_Lep_73904+1424362956.JPG	adult	Dorsal	Axel Hausmann	2015	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	photo work group Dr. Axel Hausmann
GWORU505-10	BC NP 0407	1409410	BC NP 0407	BC NP 0407	Research Collection of Norbert Poell		BOLD:AAM0586	20	Arthropoda	82	Insecta	113	Lepidoptera											Dieter Stuening							leg. V. Gurkow							A	M	S						27.7	86.7			2900				Nepal													
GWOSI681-10	BC ZSM Lep 48517	1797694	BC ZSM Lep 48517	BC ZSM Lep 48517	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAW7515	20	Arthropoda	82	Insecta	113	Lepidoptera											Gottfried Behounek							T.Ihle															28.071	85.1057			2900				Nepal					1038834	http://www.boldsystems.org/pics/GWOSI/BC_ZSM_Lep_48517+1290513484.JPG	Dorsal	adult	Axel Hausmann	2010	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	ZSM Photography Team
GWOSQ278-11	BC ZSM Lep 44884	2144963	BC ZSM Lep 44884	BC ZSM Lep 44884	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAH6725	20	Arthropoda	82	Insecta	113	Lepidoptera											Ulf Buchsbaum							Csovari & Hreblay							A	F	S						28.4833	84.0167			3000				Nepal					1335424	http://www.boldsystems.org/pics/GWOSQ/BC_ZSM_Lep_44884+1315839992.JPG	Dorsal	Adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Axel Hausmann
GWOST295-11	BC ZSM Lep 47846	2197376	BC ZSM Lep 47846	BC ZSM Lep 47846	SNSB, Zoologische Staatssammlung Muenchen		BOLD:AAE2412	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	F	S										2900				Nepal					1389649	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47846+1317742800.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOST334-11	BC ZSM Lep 47885	2197415	BC ZSM Lep 47885	BC ZSM Lep 47885	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ABU5924	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	F	S										2900				Nepal					1389688	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47885+1317742860.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOST349-11	BC ZSM Lep 47900	2197430	BC ZSM Lep 47900	BC ZSM Lep 47900	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ABA4649	20	Arthropoda	82	Insecta	113	Lepidoptera											Axel Hausmann							V. Gurko							A	F	S										2900				Nepal					1389703	http://www.boldsystems.org/pics/GWOST/BC_ZSM_Lep_47900+1317742920.JPG	Dorsal	adult	Axel Hausmann	2011	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	Dr. Axel Hausmann
GWOTK764-13	BC ZSM Lep 65035	3065150	BC ZSM Lep 65035	BC ZSM Lep 65035	SNSB, Zoologische Staatssammlung Muenchen		BOLD:ACE3440	20	Arthropoda	82	Insecta	113	Lepidoptera											Gottfried Behounek							Ihle T. leg.							A	M	S						28.073	85.117			3400				Nepal					1901397	http://www.boldsystems.org/pics/GWOTK/BC_ZSM_Lep_65035+1360256366.JPG	adult	Dorsal	Axel Hausmann	2013	CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen	G. Behounek
GWOTY1161-14	BC ZSM Lep 84672	5076411	BC ZSM Lep 84672	BC ZSM Lep 84672	SNSB, Zoologische Staatssammlung Muenchen			20	Arthropoda	82	Insecta	113	Lepidoptera	525	Geometridae	5242	Larentiinae	7698	Eupithecia	647415	Eupithecia multa			Axel Hausmann				Type:Holotype			W. Dierl							a	M	S				Holotype		27.5667	86.35			2200				Nepal		Janakpur		Prov. Nr.2 East Bhandar, unter Thodung	2456016|2456111	http://www.boldsystems.org/pics/GWOTY/BC_ZSM_Lep_84672+1413998610.JPG|http://www.boldsystems.org/pics/GWOTY/BC_ZSM_Lep_84672b+1413998632.JPG	adult|labels	Dorsal|Labels	Axel Hausmann|Axel Hausmann	2014|2014	CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike	SNSB, Zoologische Staatssammlung Muenchen|SNSB, Zoologische Staatssammlung Muenchen	photo work group Dr. Axel Hausmann|photo work group Dr. Axel Hausmann
JZAGA244-09	ZWIER DNA 0255	1148927		ZWIER DNA 0255	University of Amsterdam, Zoological Museum Amsterdam		BOLD:ACE4742	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	181504	Aganainae	6183	Asota	223331	Asota plaginota	329316	Asota plaginota plaginota	Jaap H. H. Zwier							D.E. Mannering							A		S						27.6438	85.485			2070				Nepal				Kakani									
JZAGA279-09	ZWIER DNA 0290	1148962		ZWIER DNA 0290	University of Amsterdam, Zoological Museum Amsterdam		BOLD:AAG0854	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	181504	Aganainae	6183	Asota	223337	Asota tortuosa			Jaap H. H. Zwier		Moore, 1872					DA Mannering							A		S						27.6438	85.485			2070				Nepal				Kakani									
JZAGA659-10	ZWIER DNA 0690	1581801	ZWIER DNA 0690	ZWIER DNA 0690	Museum Witt Muenchen		BOLD:AAG0854	20	Arthropoda	82	Insecta	113	Lepidoptera	33532	Erebidae	181504	Aganainae	6183	Asota	223337	Asota tortuosa			Jaap H. H. Zwier		Moore, 1872														S						27.0167	86.85			2560				Nepal			Tinjure Danda	Tinjure Phedi									
LOWAB132-07	LOWA-NL-8	586098		LOWA-NL-8	McGuire Centre for Lepidoptera and Biodiversity		BOLD:AAN4868	20	Arthropoda	82	Insecta	113	Lepidoptera	723	Nymphalidae	3390	Satyrinae	94969	Callerebia	94970	Callerebia annada			Vladimir A. Lukhtanov		Moore, 1857					Andrei Sourakov															29	82.4			2600				Nepal				Parela-Chepka trail, Suli Gaad River									
LOWAB153-07	LOWA-NL-29	586119		LOWA-NL-29	McGuire Centre for Lepidoptera and Biodiversity		BOLD:AAF0346	20	Arthropoda	82	Insecta	113	Lepidoptera	555	Lycaenidae	64723	Lycaeninae	2715	Lycaena	94976	Lycaena pavana			Vladimir A. Lukhtanov							Andrei Sourakov															29.25	82.25			2600				Nepal				Jumla, S. Slope									
SARBA725-09	BC-RBP-1385	1037180		BC-RBP-1385	Research Collection of Ron Brechlin		BOLD:AAB0772	20	Arthropoda	82	Insecta	113	Lepidoptera	451	Saturniidae	6236	Saturniinae	94195	Loepa	202100	Loepa miranda			Ron Brechlin		Moore, 1865					local coll.							A	M	S										2200				Nepal		Dola Kha prov.		Jiri									
SASNC1010-11	barcode SNB 2999	2168423		barcode SNB 2999	Research Collection of Swen Loeffler		BOLD:ABA7329	20	Arthropoda	82	Insecta	113	Lepidoptera											Stefan Naumann							T. Ihle							A	M	S										2000				Nepal													
SASNC123-11	barcode SNB 2207	1862896		barcode SNB 2207	Research Collection of Stefan Naumann		BOLD:ACF1331	20	Arthropoda	82	Insecta	113	Lepidoptera											Stefan Naumann							V. Gurko							A	M	S														Nepal													
SASNC1348-12	barcode SNB 3337	2422989		barcode SNB 3337	Research Collection of Swen Loeffler		BOLD:AAB1288	20	Arthropoda	82	Insecta	113	Lepidoptera											Rodolphe Rougerie	DNA & Geography						M. Hoffmann							A	M	S										3179				Nepal													
SAVSE564-12	BC-EvS 2559	2555614		BC-EvS 2559	Research Collection of Eric Van Schayck		BOLD:ACF1331	20	Arthropoda	82	Insecta	113	Lepidoptera											Eric van Schayck							local collector							A	M	S										2900				Nepal													
SICOC645-18	CCDB-32965-G03	9569048	USNMENT01522141		Smithsonian Institution, National Museum of Natural History		BOLD:ADU4886	20	Arthropoda	82	Insecta	413	Coleoptera	1813	Chrysomelidae	5899	Galerucinae	397843	Hyphasis					USNM Curators				Vouchered:Registered Collection	inv leg		Konstantinov, Lingafelter, Volkovitsh															27.6667	85.4167							Nepal				Kathmandu, Bonipa, agricultural fields	3484065	http://www.boldsystems.org/pics/SICOC/CCDB-32965-G03+1550608238.jpg	Dorsal		Smithsonian Institution	2018	CreativeCommons - Attribution	Smithsonian Institution	CBG Photography Group
SOWB440-06	BC-Hax1433	319254		BC-Hax1433	Research Collection of Jean Haxaire		BOLD:ACE6585	20	Arthropoda	82	Insecta	113	Lepidoptera	551	Sphingidae	6414	Macroglossinae	51245	Ampelophaga	980892	Ampelophaga fasciosa			Ian J. Kitching														A	M	S					GPS Source: GNS	27.6	85.4			1400				Nepal				Kathmandu Valley, Godavasi									
SPMNP096-07	BC-MNHN0103	576776		BC-MNHN0103	Museum National d'Histoire Naturelle, Paris		BOLD:AAY0437	20	Arthropoda	82	Insecta	113	Lepidoptera											Joel Minet							Limbu							A	M	S										780				Nepal													
SPRBA100-08	BC-RBP-0100	722158		BC-RBP-0100	Research Collection of Ron Brechlin		BOLD:AAB4760	20	Arthropoda	82	Insecta	113	Lepidoptera	551	Sphingidae	2035	Smerinthinae	51222	Polyptychus	75308	Polyptychus trilineatus			Ron Brechlin		Moore, 1888					Hreblay							A	M	S										1200				Nepal		Pokari valley		1km N Surkhet									
SPRBA575-09	BC-RBP-1233	1038167		BC-RBP-1233	Research Collection of Ron Brechlin		BOLD:ABZ3192	20	Arthropoda	82	Insecta	113	Lepidoptera											Ron Brechlin							Ron Brechlin							A	F	S						28.08	85.17			2000				Nepal													
STR027-15	song88	6518534	song88	NBE01	Nankai University, College of Life Sciences		BOLD:ADD2130	20	Arthropoda	82	Insecta	127	Diptera	1882	Chironomidae	1944	Chironominae	26977	Polypedilum	762381	Polypedilum cf. tamanigrum			xxx Chao	Morphology			Vouchered:Registered Collection	thorax		Tongyin Xie						Light trap	Adult	M	S														Nepal													
TBMOT1052-10	BC-TB6662	1704258		BC-TB6662	Research Collection of Thierry Bouyer		BOLD:AAZ1838	20	Arthropoda	82	Insecta	113	Lepidoptera											Thierry Bouyer							Allen							A	M	S														Nepal													
VVGPL3217-15	CNCCOLVG00007782	5463778	CNCCOLVG00007782		Canadian National Collection of Insects, Arachnids and Nematodes		BOLD:ACT3279	20	Arthropoda	82	Insecta	413	Coleoptera	1752	Curculionidae	2549	Dryophthorinae	804779	Tasactes					Vasily V. Grebennikov							J. Schmidt							adult						Nepal		27.75	87.16			3575				Nepal		Yangle Kharka											
ASQSP481-08	BCLDQ0323	960390		BCLDQ0323	Natural History Museum, London			20	Arthropoda	82	Insecta	125	Hymenoptera	527	Braconidae	79775	Rogadinae	79776	Aleiodes					Donald L. J. Quicke							M. G. Allen							A							dry pinned					1350				Nepal			Kathmandu	British Embassy									
COCUZ588-18	UHIM.ms5994	9394804	UHIM.ms5994	FF15Np004ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.5996	83.7273							Nepal				Ramnagar, Nawalparasi									
COCUZ648-18	UHIM.ms6061	9394864	UHIM.ms6061	FF15Np003ME	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	79336	Bactrocera zonata			Luc Leblanc		Saunders, 1842					B. Bhandari							Adult	M	S				Lure: methyl eugenol		27.5942	83.7124							Nepal				Ramnagar, Nawalparasi									
DACIN1217-20	UHIM.ms05257	12229369	UHIM.ms05257	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult		S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
DACIN1221-20	UHIM.ms05261	12229373	UHIM.ms05261	FF15Np002	University of Hawaii Insect Museum			20	Arthropoda	82	Insecta	127	Diptera	439	Tephritidae	2194	Dacinae	6515	Bactrocera	78904	Bactrocera dorsalis			Luc Leblanc		Hendel, 1912					B. Bhandari				Collection Date: April-May 2015		Methyl eugenol	Adult		S						27.5909	83.7209			128.2				Nepal				Ramnagar, Nawalparasi									
GBAH8472-14	KF933082	5181005	KMP_115	KF933082	Mined from GenBank, NCBI		BOLD:ACQ2228	20	Arthropoda	82	Insecta	125	Hymenoptera	449	Vespidae	78208	Vespinae	191307	Vespa	654756	Vespa vivax																																	Nepal													
GBCMI3570-19	MG229572	10152533	HBG2635		Mined from GenBank, NCBI		BOLD:ACG7869	20	Arthropoda	69	Malacostraca	330	Isopoda	1644	Cirolanidae			27535	Bathynomus	27536	Bathynomus giganteus					A. Milne Edwards, 1879																				26.94	85.024							Nepal													
GBCMI3574-19	MG229576	10152537	HBG2639		Mined from GenBank, NCBI		BOLD:ACG7869	20	Arthropoda	69	Malacostraca	330	Isopoda	1644	Cirolanidae			27535	Bathynomus	27536	Bathynomus giganteus					A. Milne Edwards, 1879																				26.94	85.024							Nepal													
GBCMI3614-19	MG229616	10152577	HBG2682		Mined from GenBank, NCBI		BOLD:ACG7869	20	Arthropoda	69	Malacostraca	330	Isopoda	1644	Cirolanidae			27535	Bathynomus	27536	Bathynomus giganteus					A. Milne Edwards, 1879																				28.927	83.507							Nepal													
