,processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
555,GWORF245-09,BC ZFMK Lep 00527,1159976,BC ZFMK Lep 00527,BC ZFMK Lep 00527,Zoologisches Forschungsmuseum Alexander Koenig,,,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Dieter Stuening,,,,,,,"Haruta, T.",,,,,,,A,M,S,,,,,,27.6,85.4,,,1600.0,,,,Nepal,,,,,,,,,,,,,
894,SOWA645-06,BC-Hax0638,318459,,BC-Hax0638,Research Collection of Jean Haxaire,,BOLD:AAB4760,20,Arthropoda,82,Insecta,113.0,Lepidoptera,551.0,Sphingidae,2035.0,Smerinthinae,51222.0,Polyptychus,75308.0,Polyptychus trilineatus,,,Jean J. Haxaire,,"Moore, 1888",,,,,,,,,,,,A,M,S,,,,,GPS Source: GNS,27.6,85.4,,,1500.0,,,,Nepal,,,,Godavari Mt.,,,,,,,,,
1980,SOWC972-06,BC-Hax2871,321151,,BC-Hax2871,Research Collection of Jean Haxaire,,BOLD:AAD5709,20,Arthropoda,82,Insecta,113.0,Lepidoptera,551.0,Sphingidae,6414.0,Macroglossinae,51228.0,Rhagastis,75735.0,Rhagastis albomarginatus,776541.0,Rhagastis albomarginatus albomarginatus,Jean J. Haxaire,,,,,,,H. Schnitzler,,,,,,,A,M,S,,,,,GPS Source: GNS,27.6,85.4,,,1500.0,,,,Nepal,,,,Godavari Mt.,,,,,,,,,
2028,GWORF239-09,BC ZFMK Lep 00521,1159970,BC ZFMK Lep 00521,BC ZFMK Lep 00521,Zoologisches Forschungsmuseum Alexander Koenig,,BOLD:AAE0205,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Dieter Stuening,,,,,,,H. Schnitzler,,,,,,,A,F,S,,,,,,27.6,85.4,,,1500.0,,,,Nepal,,,,,,,,,,,,,
693,NEPTA1545-15,RMNH.INS.24113,6606462,RMNH.INS.24113,,"Finnish Museum of Natural History, Zoological Museum",,BOLD:ACY4210,20,Arthropoda,82,Insecta,113.0,Lepidoptera,537.0,Nepticulidae,,,2733.0,Stigmella,734229.0,Stigmella NepalEvN4113,,,Erik J. van Nieukerken,,,,,,,"A. Albrecht, O. Bistroem, K. Mikkola & A. Wikberg",,,,,,,adult,F,S,,,,,,27.6,85.42,label,,2700.0,,,,Nepal,,,,Mt. Pulchoki,2807107,http://www.boldsystems.org/pics/NEPTA/4113_Stigmella_ruficapitella_group_Nepal_female+1454432874.JPG,Dorsal,Female,Erik J. van Nieukerken-Nauturalis,2016,CreativeCommons - Attribution Non-Commercial Share-Alike,,Els Baalbergen
1016,NEPTA1464-15,RMNH.INS.24112,6606381,RMNH.INS.24112,,"Finnish Museum of Natural History, Zoological Museum",,,20,Arthropoda,82,Insecta,113.0,Lepidoptera,537.0,Nepticulidae,,,707709.0,Zimmermannia,729676.0,Zimmermannia Nepal,,,Erik J. van Nieukerken,,,,,,,"A. Albrecht, O. Bistroem, K. Mikkola & A. Wikberg",,,,,,,adult,M,S,,,,,,27.6,85.42,label,,2700.0,,,,Nepal,,,,Mt. Pulchoki,2807105|2807106,http://www.boldsystems.org/pics/NEPTA/4112_Ectoedemia_Zimmermannia_Nepal_male[2]+1454432878.JPG|http://www.boldsystems.org/pics/NEPTA/4112_Ectoedemia_Zimmermannia_Nepal_male+1454432876.JPG,Dorsal|Dorsal,Male|Male,Erik J. van Nieukerken-Nauturalis|Erik J. van Nieukerken-Nauturalis,2016|2016,CreativeCommons - Attribution Non-Commercial Share-Alike|CreativeCommons - Attribution Non-Commercial Share-Alike,|,Els Baalbergen|Els Baalbergen
6,COCUZ555-18,UHIM.ms5958,9394771,UHIM.ms5958,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
325,COCUZ198-18,UHIM.ms4678,9394414,UHIM.ms4678,,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,789593.0,Zeugodacus,789598.0,Zeugodacus tau,,,Luc Leblanc,,,,,,,Bishnu Bhandari,,,,,,,Adult,M,S,,,,Lure: cue lure,,27.608,83.7426,,,,,,,Nepal,,,,,,,,,,,,,
388,COCUZ561-18,UHIM.ms5965,9394777,UHIM.ms5965,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
389,COCUZ562-18,UHIM.ms5966,9394778,UHIM.ms5966,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
455,COCUZ559-18,UHIM.ms5963,9394775,UHIM.ms5963,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
456,COCUZ567-18,UHIM.ms5971,9394783,UHIM.ms5971,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
642,COCUZ560-18,UHIM.ms5964,9394776,UHIM.ms5964,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
898,COCUZ564-18,UHIM.ms5968,9394780,UHIM.ms5968,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
963,COCUZ566-18,UHIM.ms5970,9394782,UHIM.ms5970,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
967,DACIN1054-20,UHIM.ms04675,12229206,UHIM.ms04675,FF15Np005,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,777658.0,Bactrocera digressa,,,Luc Leblanc,,,,,,,B. Bhandari,,,,Collection Date: April-May 2015,,Cue lure,Adult,,S,,,,,,27.608,83.7426,,,182.2,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
968,DACIN1447-20,UHIM.ms05961,12229599,UHIM.ms05961,FF15Np005,University of Hawaii Insect Museum,,BOLD:AAA2295,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,78904.0,Bactrocera dorsalis,,,Luc Leblanc,,"Hendel, 1912",,,,,B. Bhandari,,,,Collection Date: April-May 2015,,Methyl eugenol,Adult,,S,,,,,,27.608,83.7426,,,182.2,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1091,COCUZ563-18,UHIM.ms5967,9394779,UHIM.ms5967,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1092,COCUZ568-18,UHIM.ms5972,9394784,UHIM.ms5972,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1479,COCUZ569-18,UHIM.ms5973,9394785,UHIM.ms5973,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1668,COCUZ571-18,UHIM.ms5975,9394787,UHIM.ms5975,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1858,COCUZ558-18,UHIM.ms5962,9394774,UHIM.ms5962,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1859,COCUZ572-18,UHIM.ms5976,9394788,UHIM.ms5976,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1922,COCUZ565-18,UHIM.ms5969,9394781,UHIM.ms5969,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1985,COCUZ556-18,UHIM.ms5959,9394772,UHIM.ms5959,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
2178,COCUZ554-18,UHIM.ms5957,9394770,UHIM.ms5957,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
2246,DACIN1055-20,UHIM.ms04676,12229207,UHIM.ms04676,FF15Np005,University of Hawaii Insect Museum,,BOLD:ACI2452,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,789593.0,Zeugodacus,789594.0,Zeugodacus caudatus,,,Luc Leblanc,,,,,,,B. Bhandari,,,,Collection Date: April-May 2015,,Cue lure,Adult,,S,,,,,,27.608,83.7426,,,182.2,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
2307,COCUZ570-18,UHIM.ms5974,9394786,UHIM.ms5974,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
2370,COCUZ557-18,UHIM.ms5960,9394773,UHIM.ms5960,FF15Np005ME,University of Hawaii Insect Museum,,,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,79336.0,Bactrocera zonata,,,Luc Leblanc,,"Saunders, 1842",,,,,B. Bhandari,,,,,,,Adult,M,S,,,,Lure: methyl eugenol,,27.608,83.7426,,,,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
1224,DACIN023-20,UHIM.ms04673,11687539,UHIM.ms04673,FF15Np005,University of Hawaii Insect Museum,,BOLD:ADI0801,20,Arthropoda,82,Insecta,127.0,Diptera,439.0,Tephritidae,2194.0,Dacinae,6515.0,Bactrocera,777658.0,Bactrocera digressa,,,Luc Leblanc,,,,,,,B. Bhandari,,,,,,Cue lure,adult,M,S,,,,,,27.608,83.743,,,182.2,,,,Nepal,,,,"Ramnagar, Nawalparasi",,,,,,,,,
442,SICOC1044-18,CCDB-32969-H10,9569447,USNMENT01522539,,"Smithsonian Institution, National Museum of Natural History",,,20,Arthropoda,82,Insecta,413.0,Coleoptera,1813.0,Chrysomelidae,5899.0,Galerucinae,787485.0,Hoplasoma,915366.0,Hoplasoma sexmaculatum,,,J. Bezdek,,,,Vouchered:Registered Collection,inv leg,,"Konstantinov, Lingafelter, Volkovitsh",,,,,,,,,,Beating,,,,,27.6102,86.2925,,,,,,,Nepal,,,,"Jiri Region, Shivalaya-Jiri trek",3493372,http://www.boldsystems.org/pics/SICOC/CCDB-32969-H10+1551736260.jpg,Dorsal,,Smithsonian Institution,2019,CreativeCommons - Attribution,Smithsonian Institution,CBG Photography Group
701,SICOC1091-18,CCDB-32970-D10,9569494,USNMENT01522681,,"Smithsonian Institution, National Museum of Natural History",,,20,Arthropoda,82,Insecta,413.0,Coleoptera,1813.0,Chrysomelidae,5899.0,Galerucinae,787526.0,Paridea,,,,,USNM Curators,,,,Vouchered:Registered Collection,inv leg,,"Konstantinov, Lingafelter, Volkovitsh",,,,,,Beating,,,,Along Trail,,,,,27.6102,86.2925,,,1835.0,,-65.0,,Nepal,,,,"Jiri Region, Jiri-Shivalaya trek pass 2200",3511188,http://www.boldsystems.org/pics/SICOC/CCDB-32970-D10+1551981120.jpg,Dorsal,,Smithsonian Institution,2019,CreativeCommons - Attribution,Smithsonian Institution,CBG Photography Group
1496,GBMLG17201-14,KC495756,5139487,,KC495756,"Mined from GenBank, NCBI",,BOLD:ACG4809,23,Mollusca,92,Gastropoda,,,1476.0,Planorbidae,659609.0,Planorbinae,5978.0,Gyraulus,651325.0,Gyraulus sp. 15666,,,,,,,,,,,,,,,,,,,,,,,,isolate: 15666,27.6136,84.4222,,,,,,,Nepal,,,,,,,,,,,,,
996,GBMPL251-13,JN794506,3586018,UGSB 7522,,"Mined from GenBank, NCBI",,BOLD:ACG4981,23,Mollusca,92,Gastropoda,312020.0,Hygrophila,853.0,Lymnaeidae,,,6042.0,Radix,,,,,,,,,,,,,,,,Country data added by CBG collection curation - Aug 2020,,,,,,,,,,,27.614,84.4222,,,,,,,Nepal,,Bagmati Pradesh,,,,,,,,,,,
353,GBPL9830-19,KF672862,9731495,,KF672862,University of Guelph,,,5,Platyhelminthes,36,Trematoda,361546.0,Diplostomida,29038.0,Schistosomatidae,,,,,905875.0,Schistosomatidae sp. W688,,,,,,,,,,,,,,,,,,,,,,,,,27.6166,83.097,,,,,,,Nepal,,,,,,,,,,,,,
1919,SICOC718-18,CCDB-32966-E05,9569121,USNMENT01522214,,"Smithsonian Institution, National Museum of Natural History",,,20,Arthropoda,82,Insecta,413.0,Coleoptera,1813.0,Chrysomelidae,5944.0,Chrysomelinae,453509.0,Plagiosterna,921821.0,Plagiosterna adamsii,,,USNM Curators,,,,Vouchered:Registered Collection,inv leg,,"Konstantinov, Lingafelter, Volkovitsh",,,,,,Beating,,,,Vegetation,,,,Coordinates written as 27 37`84`N 85 30`34`E,27.6167,85.5,,,1474.0,,,,Nepal,,,,"Banepa environs, E. Kathmandu",3484657,http://www.boldsystems.org/pics/SICOC/CCDB-32966-E05+1550680200.jpg,Dorsal,,Smithsonian Institution,2019,CreativeCommons - Attribution,Smithsonian Institution,CBG Photography Group
2173,SICOC760-18,CCDB-32966-H11,9569163,USNMENT01522256,,"Smithsonian Institution, National Museum of Natural History",,BOLD:ADT2234,20,Arthropoda,82,Insecta,413.0,Coleoptera,1813.0,Chrysomelidae,2325.0,Eumolpinae,656460.0,Basilepta,942698.0,Basilepta variabilis,,,USNM Curators,,,,Vouchered:Registered Collection,inv leg,,"Konstantinov, Lingafelter, Volkovitsh",,,,,,Beating,,,,Vegetation,,,,Coordinates written as 27 37`84`N 85 30`34`E,27.6167,85.5,,,1474.0,,,,Nepal,,,,"Banepa environs, E. Kathmandu",3484703,http://www.boldsystems.org/pics/SICOC/CCDB-32966-H11+1550681940.jpg,Dorsal,,Smithsonian Institution,2019,CreativeCommons - Attribution,Smithsonian Institution,CBG Photography Group
1959,GWOTK771-13,BC ZSM Lep 65042,3065157,BC ZSM Lep 65042,BC ZSM Lep 65042,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:ACE5016,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Gottfried Behounek,,,,,,,Benedek B. leg.,,,,,,,A,M,S,,,,,,27.617,86.167,,,2330.0,,,,Nepal,,,,,1901404,http://www.boldsystems.org/pics/GWOTK/BC_ZSM_Lep_65042+1360256366.JPG,adult,Dorsal,Axel Hausmann,2013,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",G. Behounek
191,SICOC643-18,CCDB-32965-G01,9569046,USNMENT01522139,,"Smithsonian Institution, National Museum of Natural History",,,20,Arthropoda,82,Insecta,413.0,Coleoptera,1813.0,Chrysomelidae,5899.0,Galerucinae,397843.0,Hyphasis,,,,,USNM Curators,,,,Vouchered:Registered Collection,inv leg,,"Konstantinov, Lingafelter, Volkovitsh",,,,,,,,,,,,,,,27.6267,86.0883,,,,,,,Nepal,,,,"Jiri-Kathmandu Rd. env. Charikot, roadsides and vi",3484063,http://www.boldsystems.org/pics/SICOC/CCDB-32965-G01+1550608116.jpg,Dorsal,,Smithsonian Institution,2018,CreativeCommons - Attribution,Smithsonian Institution,CBG Photography Group
1532,SICOC644-18,CCDB-32965-G02,9569047,USNMENT01522140,,"Smithsonian Institution, National Museum of Natural History",,BOLD:ADU4887,20,Arthropoda,82,Insecta,413.0,Coleoptera,1813.0,Chrysomelidae,5899.0,Galerucinae,397843.0,Hyphasis,,,,,USNM Curators,,,,Vouchered:Registered Collection,inv leg,,"Konstantinov, Lingafelter, Volkovitsh",,,,,,,,,,,,,,,27.6267,86.0883,,,,,,,Nepal,,,,"Jiri-Kathmandu Rd. env. Charikot, roadsides and vi",3484064,http://www.boldsystems.org/pics/SICOC/CCDB-32965-G02+1550608178.jpg,Dorsal,,Smithsonian Institution,2018,CreativeCommons - Attribution,Smithsonian Institution,CBG Photography Group
1854,SICOC570-18,CCDB-32964-H11,9568973,USNMENT01522635,,"Smithsonian Institution, National Museum of Natural History",,,20,Arthropoda,82,Insecta,413.0,Coleoptera,1751.0,Cerambycidae,80645.0,Cerambycinae,899849.0,Pyrestes,899850.0,Pyrestes dohertii,,,USNM Curators,,,,Vouchered:Registered Collection,inv leg,,"Konstantinov, Lingafelter, Volkovitsh",,,,,,Beating,,,,,,Flowering Tree,,,27.6272,86.0897,,,1109.0,,,,Nepal,,,,Jiri-Kathmandu Rd. Charikot Region,3508719,http://www.boldsystems.org/pics/SICOC/CCDB-32964-H11+1552060408.jpg,Dorsal,,Smithsonian Institution,2019,CreativeCommons - Attribution,Smithsonian Institution,CBG Photography Group
225,GBMNC33599-20,MN711341,12421203,,MN711341,"Mined from GenBank, NCBI",,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738450.0,Ogma,804827.0,Ogma tenuicaudatus,,,,,,,,,,,,,,,,,,,,,,,,,27.628,85.276,,,,,,,Nepal,,,,,,,,,,,,,
516,CRICO1430-18,NID-N8600,8601486,,NP_P320160401001JLaborde,University of Nebraska-Lincoln,,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738480.0,Hemicriconemoides,805342.0,Hemicriconemoides sp. Nepal,,,,,,,,,,J Laborde,,,,Pine & leaf detritus on soil surface;  sampled at the bottom of a small valley (or ravine) between two ridges;  Soil was very hard and dry, Eastern Himalayan Broadleaf and Mixed  Forests ,Composite,Adult,F,,Pine forest,,,,,27.628,85.276,Google Earth,,1778.8,,,,Nepal,,,near Chalti,southwest of Kathmandu,,,,,,,,,
543,GBMNC34159-20,MN710780,12421763,,MN710780,"Mined from GenBank, NCBI",,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738448.0,Criconema,1001240.0,Criconema sp. Nepal TSH-2020,,,,,,,,,,,,,,,,,,,,,,,,,27.628,85.276,,,,,,,Nepal,,,,,,,,,,,,,
643,CRICO1373-18,NID-N7049,8601429,,NP_P320160401001JLaborde,University of Nebraska-Lincoln,,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738448.0,Criconema,805333.0,Criconema sp. Nepal,,,,,,,,,,J Laborde,,,,Pine & leaf detritus on soil surface;  sampled at the bottom of a small valley (or ravine) between two ridges;  Soil was very hard and dry, Eastern Himalayan Broadleaf and Mixed  Forests ,Composite,Adult,F,,Pine forest,,,,,27.628,85.276,Google Earth,,1778.8,,,,Nepal,,,near Chalti,southwest of Kathmandu,,,,,,,,,
737,GBMNC34161-20,MN710778,12421765,,MN710778,"Mined from GenBank, NCBI",,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738448.0,Criconema,1001240.0,Criconema sp. Nepal TSH-2020,,,,,,,,,,,,,,,,,,,,,,,,,27.628,85.276,,,,,,,Nepal,,,,,,,,,,,,,
797,GBMNC34155-20,MN710785,12421759,,MN710785,"Mined from GenBank, NCBI",,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738448.0,Criconema,1001240.0,Criconema sp. Nepal TSH-2020,,,,,,,,,,,,,,,,,,,,,,,,,27.628,85.276,,,,,,,Nepal,,,,,,,,,,,,,
1027,CRICO1375-18,NID-N7051,8601431,,NP_P320160401001JLaborde,University of Nebraska-Lincoln,,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738448.0,Criconema,805333.0,Criconema sp. Nepal,,,,,,,,,,J Laborde,,,,Pine & leaf detritus on soil surface;  sampled at the bottom of a small valley (or ravine) between two ridges;  Soil was very hard and dry, Eastern Himalayan Broadleaf and Mixed  Forests ,Composite,Adult,F,,Pine forest,,,,,27.628,85.276,Google Earth,,1778.8,,,,Nepal,,,near Chalti,southwest of Kathmandu,,,,,,,,,
1028,CRICO1377-18,NID-N7053,8601433,,NP_P320160401001JLaborde,University of Nebraska-Lincoln,,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738448.0,Criconema,805333.0,Criconema sp. Nepal,,,,,,,,,,J Laborde,,,,Pine & leaf detritus on soil surface;  sampled at the bottom of a small valley (or ravine) between two ridges;  Soil was very hard and dry, Eastern Himalayan Broadleaf and Mixed  Forests ,Composite,Adult,F,,Pine forest,,,,,27.628,85.276,Google Earth,,1778.8,,,,Nepal,,,near Chalti,southwest of Kathmandu,,,,,,,,,
1094,CRICO1372-18,NID-N7048,8601428,,NP_P320160401001JLaborde,University of Nebraska-Lincoln,,,19,Nematoda,756896,Chromadorea,407.0,Tylenchida,296580.0,Criconematidae,,,738448.0,Criconema,805333.0,Criconema sp. Nepal,,,,,,,,,,J Laborde,,,,Pine & leaf detritus on soil surface;  sampled at the bottom of a small valley (or ravine) between two ridges;  Soil was very hard and dry, Eastern Himalayan Broadleaf and Mixed  Forests ,Composite,Adult,F,,Pine forest,,,,,27.628,85.276,Google Earth,,1778.8,,,,Nepal,,,near Chalti,southwest of Kathmandu,,,,,,,,,
