,processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
2133,GBMLG17194-14,KC495747,5139480,,KC495747,"Mined from GenBank, NCBI",,BOLD:ACG5075,23,Mollusca,92,Gastropoda,,,1476.0,Planorbidae,659609.0,Planorbinae,5978.0,Gyraulus,406603.0,Gyraulus sp.,,,,,,,,,,,,,,,,,,,,,,,,isolate: 15643,26.5578,86.985,,,,,,,Nepal,,,,,,,,,,,,,
144,GBIR6331-15,KP718122,6169428,KT-085,KP718122,"Mined from GenBank, NCBI",,,18,Chordata,51,Aves,305.0,Anseriformes,1436.0,Anatidae,,,52480.0,Tadorna,52481.0,Tadorna ferruginea,,,,,"Pallas, 1764",,,,,,,,,environmental fecal dropping,,,,,,,,,taxon:45639,,26.66,87.06,,,,,,,Nepal,,,,,,,,,,,,,
1249,GBMPL256-13,JN794501,3586023,UGSB 7513,,"Mined from GenBank, NCBI",,BOLD:ACD2692,23,Mollusca,92,Gastropoda,312020.0,Hygrophila,853.0,Lymnaeidae,,,6042.0,Radix,,,,,,,,,,,,,,,,Country data added by CBG collection curation - Aug 2020,,,,,,,,,,,26.664,87.6156,,,,,,,Nepal,,Province Number 1,,,,,,,,,,,
1888,GBMPL257-13,JN794500,3586024,UGSB 7512,,"Mined from GenBank, NCBI",,BOLD:ACD2692,23,Mollusca,92,Gastropoda,312020.0,Hygrophila,853.0,Lymnaeidae,,,6042.0,Radix,,,,,,,,,,,,,,,,Country data added by CBG collection curation - Aug 2020,,,,,,,,,,,26.664,87.6156,,,,,,,Nepal,,Province Number 1,,,,,,,,,,,
1719,QUNOC519-13,20138-050211-NE,3751699,,20138-050211-NE,"Vilnius University, Institute of Ecology of Nature Research",,BOLD:ACJ6010,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Aidas Saldaitis,,,,,,,Benedek,,,,,,,adult,,,,,,,,26.732,85.925,,,2300.0,,,,Nepal,,,,,,,,,,,,,
1739,GBCMD28548-19,MG674605,10085537,HBG4487,,"Mined from GenBank, NCBI",,BOLD:AAD7851,20,Arthropoda,69,Malacostraca,336.0,Decapoda,516722.0,Acanthephyridae,,,78427.0,Acanthephyra,89950.0,Acanthephyra purpurea,,,,,"A. Milne-Edwards, 1881",,,,,,,,,,,,,,,,,,,,26.93,87.02,,,,,,,Nepal,,,,,,,,,,,,,
25,GBCMD28549-19,MG674606,10085538,HBG4499,,"Mined from GenBank, NCBI",,BOLD:AAD7851,20,Arthropoda,69,Malacostraca,336.0,Decapoda,516722.0,Acanthephyridae,,,78427.0,Acanthephyra,89950.0,Acanthephyra purpurea,,,,,"A. Milne-Edwards, 1881",,,,,,,,,,,,,,,,,,,,26.938,87.003,,,,,,,Nepal,,,,,,,,,,,,,
70,GBCMI3570-19,MG229572,10152533,HBG2635,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
71,GBCMI3574-19,MG229576,10152537,HBG2639,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
201,GBCMI3572-19,MG229574,10152535,HBG2637,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
348,GBCMI3564-19,MG229566,10152527,HBG2628,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
782,GBCMI3575-19,MG229577,10152538,HBG2640,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
976,GBCMI3566-19,MG229568,10152529,HBG2631,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
977,GBCMI3569-19,MG229571,10152532,HBG2634,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1039,GBCMI3479-19,MG229565,10152442,HBG2627,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1171,GBCMI3565-19,MG229567,10152528,HBG2630,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1550,GBCMI3567-19,MG229569,10152530,HBG2632,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1551,GBCMI3568-19,MG229570,10152531,HBG2633,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1552,GBCMI3571-19,MG229573,10152534,HBG2636,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1803,GBCMI3576-19,MG229578,10152539,HBG2641,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1874,GBCMI3573-19,MG229575,10152536,HBG2638,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
2447,GBCMI3563-19,MG229564,10152526,HBG2625,,"Mined from GenBank, NCBI",,BOLD:ACG7869,20,Arthropoda,69,Malacostraca,330.0,Isopoda,1644.0,Cirolanidae,,,27535.0,Bathynomus,27536.0,Bathynomus giganteus,,,,,"A. Milne Edwards, 1879",,,,,,,,,,,,,,,,,,,,26.94,85.024,,,,,,,Nepal,,,,,,,,,,,,,
1618,GBCMD30825-19,MG674609,10087814,HBG7256,,"Mined from GenBank, NCBI",,BOLD:ACG7864,20,Arthropoda,69,Malacostraca,336.0,Decapoda,1533.0,Oplophoridae,,,89931.0,Oplophorus,193405.0,Oplophorus gracilirostris,,,,,"A. Milne-Edwards, 1881",,,,,,,,,,,,,,,,,,,,26.96,86.41,,,,,,,Nepal,,,,,,,,,,,,,
2343,GSCMB814-12,CCDB-16702 E06,2547295,TG Lep 00054,TG Lep 00054,Research Collection of Theo C. Garrevoet,,BOLD:AAQ0845,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Theo C. Garrevoet,,,,,,,Gorbunov O. & Petrova L.,,,,,,,A,M,S,,,,,,26.98,87.33,,,,,,,Nepal,,,,,1807642,http://www.boldsystems.org/pics/GSCMB/TG_Lep_0054+1330278834.jpg,imago,Dorsal,T. Garrevoet,2012,CreativeCommons - Attribution Non-Commercial Share-Alike,,T. Garrevoet
1801,GBCMD27780-19,MF197270,10084769,,,"Mined from GenBank, NCBI",,BOLD:ACS3946,20,Arthropoda,69,Malacostraca,336.0,Decapoda,1519.0,Pasiphaeidae,,,193421.0,Eupasiphae,801287.0,Eupasiphae gilesii,,,,,,,,,,,,,,,,,,,,,,,,,26.9993,88.002,,,,,,,Nepal,,,,,,,,,,,,,
902,COLLH4262-12,11468G10_NEP111,2395102,,11468G10_NEP111,"Museum National d'Histoire Naturelle de Paris, Provisional Research Collection",,BOLD:ABW3708,20,Arthropoda,372,Collembola,150453.0,Poduromorpha,,,,,,,,,,,Louis Deharveng,,,,,,,Quentin Rome,,,,,,,,,,,,,,,27.008,87.929,,,2126.0,,,,Nepal,,,,,1518733,http://www.boldsystems.org/pics/COLLH/NEP111_Travura_bc11468G10*6L00004LR+1325615983.jpg,patt,,Louis Deharveng,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,,Louis Deharveng
966,COLLH4263-12,11468G11_NEP111,2395103,,11468G11_NEP111,"Museum National d'Histoire Naturelle de Paris, Provisional Research Collection",,BOLD:ABW3912,20,Arthropoda,372,Collembola,150453.0,Poduromorpha,,,,,,,,,,,Louis Deharveng,,,,,,,Quentin Rome,,,,,,,,,,,,,,,27.008,87.929,,,2126.0,,,,Nepal,,,,,1518734,http://www.boldsystems.org/pics/COLLH/NEP111_Paranura_bc11468G11*3L00005LR+1325615962.jpg,Lateral,,Louis Deharveng,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,,Louis Deharveng
2245,COLLH4264-12,11468G12_NEP111,2395104,,11468G12_NEP111,"Museum National d'Histoire Naturelle de Paris, Provisional Research Collection",,BOLD:ABW3912,20,Arthropoda,372,Collembola,150453.0,Poduromorpha,,,,,,,,,,,Louis Deharveng,,,,,,,Quentin Rome,,,,,,,,,,,,,,,27.008,87.929,,,2126.0,,,,Nepal,,,,,1518735,http://www.boldsystems.org/pics/COLLH/NEP111_Paranura_bc11468G12*3L00006LR+1325615967.jpg,Dorsal,,Louis Deharveng,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,,Louis Deharveng
2312,COLLH4269-12,11468H05_NEP111,2395109,,11468H05_NEP111,"Museum National d'Histoire Naturelle de Paris, Provisional Research Collection",,BOLD:ABW3342,20,Arthropoda,372,Collembola,150453.0,Poduromorpha,,,,,,,,,,,Louis Deharveng,,,,,,,Quentin Rome,,,,,,,,,,,,,,,27.008,87.929,,,2126.0,,,,Nepal,,,,,1518740,http://www.boldsystems.org/pics/COLLH/NEP111_Synameria_bc11468H05*3D00011LR+1325615973.jpg,Dorsal,,Louis Deharveng,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,,Louis Deharveng
1998,GBCMD28550-19,MG674607,10085539,HBG6022,,"Mined from GenBank, NCBI",,BOLD:AAD7851,20,Arthropoda,69,Malacostraca,336.0,Decapoda,516722.0,Acanthephyridae,,,78427.0,Acanthephyra,89950.0,Acanthephyra purpurea,,,,,"A. Milne-Edwards, 1881",,,,,,,,,,,,,,,,,,,,27.01,87.104,,,,,,,Nepal,,,,,,,,,,,,,
48,JZAGA659-10,ZWIER DNA 0690,1581801,ZWIER DNA 0690,ZWIER DNA 0690,Museum Witt Muenchen,,BOLD:AAG0854,20,Arthropoda,82,Insecta,113.0,Lepidoptera,33532.0,Erebidae,181504.0,Aganainae,6183.0,Asota,223337.0,Asota tortuosa,,,Jaap H. H. Zwier,,"Moore, 1872",,,,,,,,,,,,,,S,,,,,,27.0167,86.85,,,2560.0,,,,Nepal,,,Tinjure Danda,Tinjure Phedi,,,,,,,,,
724,GBCMD30826-19,MG674610,10087815,HBG7262,,"Mined from GenBank, NCBI",,BOLD:ACG7864,20,Arthropoda,69,Malacostraca,336.0,Decapoda,1533.0,Oplophoridae,,,89931.0,Oplophorus,193405.0,Oplophorus gracilirostris,,,,,"A. Milne-Edwards, 1881",,,,,,,,,,,,,,,,,,,,27.017,87.98,,,,,,,Nepal,,,,,,,,,,,,,
2425,LBEOA089-11,EUPT-11-087,2012676,BMB-11-089,BMB-11-089,Museum Witt Muenchen,,BOLD:AAL7623,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Sergey N. Pugaev,,,,,,,T. Csovari,,,,,,,A,M,S,,,,,,27.05,87.22,,,2790.0,,,,Nepal,Eastern,,,,,,,,,,,,
499,NHMCX616-11,CCDB-11440-D10,1935341,,BMNH-ARCPL12YL,"Natural History Museum, London",,BOLD:AAZ7107,20,Arthropoda,82,Insecta,127.0,Diptera,1730.0,Culicidae,,,,,,,,,Yvonne Linton,,,,,,,,,,,,,,A,,S,,,,,,27.05,87.467,,,,,,,Nepal,,,,,,,,,,,,,
842,GBAH7080-10,FJ175250,1535971,FJ175250,,"Mined from GenBank, NCBI",,,20,Arthropoda,82,Insecta,125.0,Hymenoptera,621.0,Apidae,2183.0,Apinae,2087.0,Bombus,32095.0,Bombus trifasciatus,,,,,"Smith, 1852",,,,,,,,,,,,,,,,,,,,27.089,87.063,,,,,,,Nepal,,,,,,,,,,,,,
373,SARBB208-09,BC-RBP-2193,1037591,,BC-RBP-2193,Research Collection of Ron Brechlin,,BOLD:AAB1290,20,Arthropoda,82,Insecta,113.0,Lepidoptera,451.0,Saturniidae,93560.0,Salassinae,93561.0,Salassa,266741.0,Salassa belinda,,,Ron Brechlin,,,,,,,Bodi & Makranczy,,,,,,,A,M,S,,,,,,27.09,87.27,,,2600.0,,,,Nepal,,Arun valley,,12 km N Chitre,,,,,,,,,
123,SARBC002-10,BC-RBP 3382,1356741,,BC-RBP 3382,Museum Witt Muenchen,,,20,Arthropoda,82,Insecta,113.0,Lepidoptera,451.0,Saturniidae,93560.0,Salassinae,93561.0,Salassa,266741.0,Salassa belinda,,,Ron Brechlin,,,,Paratype Salassa belinda,,,Czorba & Ronkay,,,,,,,Adult,M,S,,,,PT,,27.12,87.27,,,2900.0,,,,Nepal,Eastern,Koshi,Terhathum area,Tinjure pedi,,,,,,,,,
501,SARBC001-10,BC-RBP 3381,1356740,,BC-RBP 3381,"SNSB, Zoologische Staatssammlung Muenchen",,,20,Arthropoda,82,Insecta,113.0,Lepidoptera,451.0,Saturniidae,93560.0,Salassinae,93561.0,Salassa,266741.0,Salassa belinda,,,Ron Brechlin,,,,Holotype Salassa belinda,,,Czorba & Ronkay,,,,,,,Adult,M,S,,,,HT,,27.12,87.27,,,2900.0,,,,Nepal,Eastern,Koshi,Terhathum area,Tinjure pedi,,,,,,,,,
2124,FON078-15,DPR_E 1312101,6233072,,1312101,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,44,Liliopsida,200.0,Poales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.124,87.395,,,2368.0,,,,Nepal,,,,,,,,,,,,,
2441,FON077-15,DPR_E 1312100,6233071,,1312100,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,44,Liliopsida,148541.0,Zingiberales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.13,87.403,,,2395.0,,,,Nepal,,,,,,,,,,,,,
691,LBEOW1729-11,BOMBC-11-019,1964311,BOMBC-11-019,BOMBC-11-019,Museum Witt Muenchen,,BOLD:AAZ1838,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Vadim V. Zolotuhin,,,,,,,Csovari & Hreblay,,,,,,,A,M,S,,,,,,27.14,86.39,,,2090.0,,,,Nepal,Eastern,,,,,,,,,,,,
1205,LBEOA094-11,EUPT-11-092,2012681,BMB-11-094,BMB-11-094,Museum Witt Muenchen,,BOLD:AAL7623,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Sergey N. Pugaev,,,,,,,M. Hreblay,,,,,,,A,F,S,,,,,,27.14,87.09,,,2000.0,,,,Nepal,Eastern,,,,,,,,,,,,
344,FON092-15,DPR_E 1314002,6233086,,1314002,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,44,Liliopsida,121172.0,Liliales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.14,87.408,,,2234.0,,,,Nepal,,,,,,,,,,,,,
2192,FON093-15,DPR_E 1314009,6233087,,1314009,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,41,Magnoliopsida,121204.0,Apiales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.146,87.41,,,2275.0,,,,Nepal,,,,,,,,,,,,,
314,LBEOA475-11,2011.2557,2125811,2011.2557,2011.2557,Museum Witt Muenchen,,BOLD:ABW4888,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Vadim V. Zolotuhin,,,,,,,Csovari & Hreblay,,,,,,,A,M,S,,,,,,27.15,86.37,,,2100.0,,,,Nepal,,,,,,,,,,,,,
1330,LBEOA639-11,2011.2436,2125975,2011.2436,2011.2436,Museum Witt Muenchen,,BOLD:ABW6673,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Vadim V. Zolotuhin,,,,,,,Csovari & Hreblay,,,,,,,A,M,S,,,,,,27.15,86.37,,,3000.0,,,,Nepal,Eastern,,,,,,,,,,,,
1333,LBEOA762-11,2011.2654,2126098,2011.2654,2011.2654,Museum Witt Muenchen,,BOLD:AAM0491,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Vadim V. Zolotuhin,,,,,,,Csovari & Hreblay,,,,,,,A,M,S,,,,,,27.15,86.37,,,3000.0,,,,Nepal,Eastern,,,,,,,,,,,,
2039,LBEOA381-11,2011.2463,2125717,2011.2463,2011.2463,Museum Witt Muenchen,,BOLD:AAZ8971,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Vadim V. Zolotuhin,,,,,,,Csovari & Hreblay,,,,,,,A,M,S,,,,,,27.15,86.37,,,2100.0,,,,Nepal,Eastern,,,,,,,,,,,,
1287,FON066-15,DPR_E 1312013,6233060,,1312013,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,44,Liliopsida,122203.0,Asparagales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.153,87.408,,,2402.0,,,,Nepal,,,,,,,,,,,,,
1870,FON095-15,DPR_E 1314016,6233089,,1314016,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,44,Liliopsida,121303.0,Alismatales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.155,87.408,,,2373.0,,,,Nepal,,,,,,,,,,,,,
1930,FON098-15,DPR_E 1314019,6233092,,1314019,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,44,Liliopsida,121303.0,Alismatales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.161,87.409,,,2492.0,,,,Nepal,,,,,,,,,,,,,
1318,GWOSQ281-11,BC ZSM Lep 44887,2144966,BC ZSM Lep 44887,BC ZSM Lep 44887,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAH6725,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Ulf Buchsbaum,,,,,,,Csovari & Hreblay,,,,,,,A,F,S,,,,,,27.1667,87.4167,,,2650.0,,,,Nepal,,,,,1335427,http://www.boldsystems.org/pics/GWOSQ/BC_ZSM_Lep_44887+1315839992.JPG,Dorsal,Adult,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Axel Hausmann
1770,GWOSQ280-11,BC ZSM Lep 44886,2144965,BC ZSM Lep 44886,BC ZSM Lep 44886,"SNSB, Zoologische Staatssammlung Muenchen",,BOLD:AAH6725,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Ulf Buchsbaum,,,,,,,Csovari & Hreblay,,,,,,,A,F,S,,,,,,27.1667,87.4167,,,2650.0,,,,Nepal,,,,,1335426,http://www.boldsystems.org/pics/GWOSQ/BC_ZSM_Lep_44886+1315839992.JPG,Dorsal,Adult,Axel Hausmann,2011,CreativeCommons - Attribution Non-Commercial Share-Alike,"SNSB, Zoologische Staatssammlung Muenchen",Axel Hausmann
339,FON065-15,DPR_E 1311178,6233059,,1311178,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,41,Magnoliopsida,203.0,Ranunculales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.176,87.425,,,2790.0,,,,Nepal,,,,,,,,,,,,,
139,FON067-15,DPR_E 1312024,6233061,,1312024,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,44,Liliopsida,121172.0,Liliales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.18,87.435,,,2905.0,,,,Nepal,,,,,,,,,,,,,
1485,FON060-15,DPR_E 1311162,6233054,,1311162,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,41,Magnoliopsida,43434.0,Rosales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.194,87.462,,,2645.0,,,,Nepal,,,,,,,,,,,,,
13,FON063-15,DPR_E 1311166,6233057,,1311166,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,41,Magnoliopsida,121212.0,Gentianales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.196,87.462,,,2645.0,,,,Nepal,,,,,,,,,,,,,
338,FON061-15,DPR_E 1311164,6233055,,1311164,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,41,Magnoliopsida,43434.0,Rosales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.196,87.462,,,2645.0,,,,Nepal,,,,,,,,,,,,,
1353,FON062-15,DPR_E 1311165,6233056,,1311165,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,41,Magnoliopsida,43434.0,Rosales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.196,87.462,,,2645.0,,,,Nepal,,,,,,,,,,,,,
2440,FON059-15,DPR_E 1311161,6233053,,1311161,"National Herbarium and Plant Laboratories, Nepal",,,12,Magnoliophyta,41,Magnoliopsida,121244.0,Ericales,,,,,,,,,,,,,,,Vouchered:Registered Collection,leaf,,"H. Ikeda, M. Tamura, T. Fujiki, M. Yago, N. Tanaka, N. Yamamoto, N. Shrestha, Mitra Lal Pathak, Sisir Panthi, Ganga Datt Bhatt",,,,,,,,,,,,,,,27.196,87.462,,,2645.0,,,,Nepal,,,,,,,,,,,,,
702,SPRBA640-09,BC-RBP-1298,1038232,,BC-RBP-1298,Research Collection of Ron Brechlin,,BOLD:AAE7805,20,Arthropoda,82,Insecta,113.0,Lepidoptera,,,,,,,,,,,Ron Brechlin,,,,,,,Ron Brechlin,,,,,,,A,M,S,,,,,,27.2,85.54,,,,,,,Nepal,,,,,,,,,,,,,
